EXT1,EXT2,EXT3,EXT4,EXT5,EXT6,EXT7,EXT8,EXT9,EXT10,EST1,EST2,EST3,EST4,EST5,EST6,EST7,EST8,EST9,EST10,AGR1,AGR2,AGR3,AGR4,AGR5,AGR6,AGR7,AGR8,AGR9,AGR10,CSN1,CSN2,CSN3,CSN4,CSN5,CSN6,CSN7,CSN8,CSN9,CSN10,OPN1,OPN2,OPN3,OPN4,OPN5,OPN6,OPN7,OPN8,OPN9,OPN10,EXT1_E,EXT2_E,EXT3_E,EXT4_E,EXT5_E,EXT6_E,EXT7_E,EXT8_E,EXT9_E,EXT10_E,EST1_E,EST2_E,EST3_E,EST4_E,EST5_E,EST6_E,EST7_E,EST8_E,EST9_E,EST10_E,AGR1_E,AGR2_E,AGR3_E,AGR4_E,AGR5_E,AGR6_E,AGR7_E,AGR8_E,AGR9_E,AGR10_E,CSN1_E,CSN2_E,CSN3_E,CSN4_E,CSN5_E,CSN6_E,CSN7_E,CSN8_E,CSN9_E,CSN10_E,OPN1_E,OPN2_E,OPN3_E,OPN4_E,OPN5_E,OPN6_E,OPN7_E,OPN8_E,OPN9_E,OPN10_E,dateload,screenw,screenh,introelapse,testelapse,endelapse,IPC,country,lat_appx_lots_of_err,long_appx_lots_of_err
1,5,2,4,2,5,1,5,3,5,4,2,4,2,4,4,3,4,4,4,3,3,4,3,4,4,4,3,2,2,2,1,4,3,2,3,5,3,5,5,5,2,3,3,3,4,2,4,5,2,1087200,3800,2800,4200,1900,4600,3600,2500,4200,6700,10900,8900,1400,3500,1800,1500,8200,2200,1800,1900,4300,2600,2800,3800,2900,800,2200,3300,4400,4700,4600,59400,3900,4000,8000,7400,2300,6600,3000,9900,3800,6300,3200,3500,3900,3900,6100,6500,6300,2600,2018-06-11T01:50:46Z,737,170,14,1354,15,1,NONE,NONE,NONE
1,4,2,4,3,3,2,4,2,5,4,2,5,2,3,4,2,2,3,4,1,3,3,4,2,3,3,3,3,3,3,2,4,3,2,2,4,3,4,3,3,2,3,1,2,2,3,4,3,3,18211,4423,5384,2712,3165,3646,3960,2742,8042,4622,3873,3425,6217,3381,3449,4506,3461,5154,3154,4170,4470,5066,3027,6396,4198,2697,7281,4119,7196,4091,7460,3101,3660,3011,2408,3090,2616,6866,2808,2823,4155,4025,5221,4829,4553,3289,6718,2067,4307,2365,2016-10-27T05:35:12Z,360,640,46,227,7,1,GB,51.5667,-0.0167
3,5,3,4,3,5,3,2,5,5,4,2,5,1,2,3,5,5,1,4,1,5,2,5,1,4,2,4,5,3,2,5,5,3,2,1,4,3,4,2,4,1,5,1,4,1,3,4,5,5,3331,2913,3968,8541,6172,2645,5739,3811,4626,2051,4984,4737,2126,13482,3666,2252,2922,3099,3573,3674,4694,2414,4893,1981,3012,11545,4026,2856,3816,2449,5648,3561,3967,2271,3782,4617,6252,2877,4326,6698,9642,5629,10226,4100,2280,3070,7387,2193,4692,1708,2017-03-07T19:10:10Z,1920,1080,4,225,12,1,US,34.0964,-117.9668
1,5,1,5,2,1,2,5,2,5,4,3,5,3,4,2,4,4,4,5,2,4,4,4,2,5,2,4,4,3,3,5,5,5,2,3,1,3,1,2,4,1,5,1,5,1,5,4,5,5,3886,733,57,1375,873,3835,2742,1208,1617,1143,1272,2744,1226,2511,1797,2064,1431,1448,1128,1138,1342,1832,1912,2552,3838,1509,2080,2808,1662,2015,1824,2264,1350,648,1084,2695,1120,1024,3687,1752,1530,3342,672,2984,911,1081,1504,1671,1416,718,2017-03-15T17:30:51Z,1920,1080,87,91,7,1,US,41.5382,-72.807
1,5,1,5,1,1,1,2,5,5,5,2,5,4,4,5,5,5,5,5,5,4,2,4,2,4,1,1,5,4,2,1,5,3,2,2,5,3,1,3,4,1,5,1,5,1,5,4,5,5,36050,5682,6321,8489,4647,10086,10465,15698,8472,3134,3774,7673,3937,11271,5508,7428,3326,8637,3201,5739,13688,11974,6003,19901,18606,7357,17144,4201,6223,9387,8162,13931,4228,9179,6127,10391,9895,23311,22059,16062,11447,7822,4605,16233,5319,4601,10303,5778,7306,7242,2018-08-27T06:58:29Z,412,846,6,490,45,1,CZ,50.0833,14.4167
1,3,2,4,2,3,1,3,3,4,4,2,4,3,4,4,2,2,4,3,3,2,3,4,3,4,3,3,4,2,4,4,4,3,2,2,4,2,4,4,5,2,4,2,4,2,4,4,4,4,10546,7951,6078,1252,5331,2460,2881,2017,1843,2214,1877,2907,3071,2467,2175,2551,3299,2011,1567,1631,5758,3669,1927,3393,1951,6578,2971,4335,4654,4159,2131,2373,2355,1928,2158,2851,1647,2120,1655,2403,2465,3549,9640,3267,1548,2282,2648,1828,3016,1819,2017-12-01T18:49:35Z,1280,720,4,161,6,2,US,47.4473,-122.4599
4,2,4,4,4,2,4,2,4,2,2,4,2,4,2,2,2,2,2,4,4,4,4,4,4,1,3,5,5,3,4,5,5,5,1,2,4,2,3,1,4,2,4,2,4,2,5,4,4,5,3936,1645,2260,1235,1803,2828,1951,2300,3416,2131,1763,1394,2657,2539,1613,2638,4520,9708,2638,1961,2028,5687,1395,4271,4688,2370,2242,1198,1842,3435,2730,4304,9283,1791,5099,4641,1733,2168,1861,2052,1285,1835,1049,2210,1632,2320,2598,2757,3814,1424,2017-06-14T10:14:38Z,1280,720,4,142,8,45,CA,43.6425,-79.3872
1,4,2,5,4,2,1,2,4,4,5,5,5,1,4,3,5,4,1,5,1,4,1,5,1,5,2,5,5,4,4,2,5,1,4,2,5,1,4,5,5,1,5,1,4,1,5,5,5,5,7469,20335,5017,3135,7700,3218,1551,5587,5766,4684,5014,7668,3249,3278,3684,6597,6467,6934,6490,6819,3868,7269,2952,2684,2950,3518,3565,5899,1952,3732,14664,171380,2032,4570,3533,2998,4318,4998,4066,3132,3718,13345,6152,4049,2683,11000,796,3417,3826,3818,2018-05-20T03:07:16Z,320,568,6,442,13,1,US,37.5698,-85.2527
3,3,3,4,3,4,2,4,4,4,2,4,3,3,3,3,4,4,4,3,2,3,2,4,4,4,3,4,4,4,4,2,4,2,4,2,4,2,4,3,4,2,4,2,3,2,2,3,4,4,20328,5025,4583,10216,5034,11694,10635,16427,12900,2631,5800,19763,3546,2621,9303,3588,10155,21278,3877,1375,5658,7490,11132,4801,29351,3707,4641,5624,3717,5454,18838,7587,13784,4149,6912,5052,4289,11723,9222,10096,9842,15062,3689,7485,51638,3668,15602,4542,3015,9402,2018-09-18T08:17:52Z,1242,698,4,481,11,3,NA,-22.57,17.0836
2,2,5,1,4,2,4,3,4,3,5,2,5,3,4,3,4,1,2,1,2,3,1,4,2,3,1,3,4,4,4,3,3,5,4,4,5,1,5,4,3,1,3,2,4,2,2,3,3,3,15007,3736,4739,3925,3352,4895,6657,2814,5962,2979,2496,4701,2412,3020,2653,2901,2693,2889,7840,1687,6049,5163,2008,4283,14020,1936,4152,2964,16336,2534,3104,13920,4501,2611,5298,3488,4452,2575,2099,7558,2664,85913,2293,3832,2497,3290,3722,2822,5724,5826,2016-04-04T17:39:45Z,1138,640,3,316,13,1,US,34.0007,-81.0348
4,2,5,2,4,3,3,3,5,4,5,3,5,2,4,4,5,3,4,4,1,5,3,4,2,5,2,4,5,5,4,4,5,3,1,4,4,3,2,3,5,1,5,1,5,1,4,4,5,5,3702,3563,1833,3814,2282,3280,3377,2975,2620,3334,1769,3675,1627,2871,5197,2929,494,4471,3279,2234,2525,5320,3164,5699,3211,2868,9554,2872,1463,2930,3678,2644,5621,6159,4162,5020,5827,3363,2086,2968,18172,3116,1723,3213,2287,2236,2812,2132,2134,2108,2016-07-31T20:10:29Z,1366,768,19,183,11,1,US,38.0,-97.0
5,4,1,5,1,5,1,5,2,1,1,5,3,1,1,3,5,5,4,1,5,3,5,1,5,5,5,3,3,3,5,4,5,5,5,5,5,4,5,1,5,1,5,1,5,1,5,4,5,5,52018,21448,7167,11293,3966,35195,14576,16175,10751,10500,29472,8863,21995,20321,43948,17843,22830,10145,11611,16021,199493,33757,14735,6528,9633,161784,18018,11726,13303,9158,44103,83321,6242,58559,34807,52734,9094,19501,10599,13612,25298,9173,5717,31060,6063,24019,9992,11577,8605,31920,2017-08-24T10:12:48Z,400,640,8,1367,48,1,DO,18.4667,-69.9
3,1,5,3,5,1,3,1,5,1,4,5,5,1,1,3,1,1,2,2,4,5,1,5,1,5,1,5,5,3,3,5,5,3,1,5,3,3,5,3,0,3,5,1,4,1,4,3,5,5,10315,4436,4241,5026,2195,7245,6341,4268,4236,4856,4112,2308,3100,4025,1017,3089,3034,3133,2456,3582,4026,2744,3591,4570,4034,5306,3230,3200,2641,3284,5417,4478,4532,5021,7818,7844,3204,3150,2625,5302,0,4767,2539,2408,1038,3208,10119,4529,4160,5269,2018-11-08T10:12:01Z,414,736,4,209,19,6,US,25.6586,-80.3568
1,5,2,5,1,5,1,5,1,5,1,5,5,5,1,1,1,1,1,1,1,2,1,5,1,5,1,5,5,5,2,2,5,2,1,1,5,3,5,4,5,1,5,1,5,1,5,5,5,5,25119,37032,9120,4543,2708,3312,9864,8331,3760,4348,4800,1318,8279,6138,3723,4101,1273,4620,2693,4248,18914,1897,5152,3202,5112,3106,4169,20668,2714,9393,13238,15866,4464,3658,6264,4835,3463,10135,3945,7819,5143,6714,3843,3377,2647,3114,6408,3424,3210,2771,2018-08-13T13:39:57Z,412,732,39,342,26,1,KE,1.0,38.0
3,4,2,4,2,4,3,5,2,5,5,2,5,5,5,5,5,5,5,5,5,3,4,4,3,4,2,4,5,4,2,4,2,4,2,5,4,3,3,3,3,3,3,3,3,4,5,3,5,3,11775,3034,2228,2352,6030,2089,3372,2469,2522,2026,2673,1851,1978,2940,1561,2011,4865,4702,2379,2514,5285,9156,1902,1897,8739,6090,3206,3195,4469,3790,3080,5510,5915,2466,4342,4345,2489,1920,1853,3585,2142,2972,1636,8172,2508,2335,6228,4761,5241,3748,2017-03-29T20:50:06Z,1366,768,4,190,11,97,AU,-37.7,145.1833
2,2,3,3,4,3,4,3,3,5,3,3,4,4,3,2,3,3,2,2,2,4,2,5,3,3,2,4,5,3,3,3,4,3,2,5,3,3,1,4,3,2,3,1,3,3,3,4,4,3,9286,2256,2237,2555,1801,3055,5751,2922,3428,2369,5628,3032,1796,5120,1993,2806,2047,1956,1867,2164,3317,3174,2368,2267,2390,1907,2623,2444,2226,2574,2842,2333,2542,2133,2839,8040,2022,2121,4007,5056,2202,3525,2329,4469,2631,5575,2956,2154,2105,2351,2018-06-25T09:20:37Z,360,640,5,155,12,1,GB,53.9667,-1.0833
5,1,1,3,1,5,1,5,1,5,5,1,5,5,5,5,5,5,5,3,3,3,1,3,1,5,5,5,1,5,1,5,1,1,5,5,5,5,5,5,1,5,3,5,1,1,1,1,5,1,10452,4670,4700,5601,4508,4624,8122,5244,7024,5143,4456,4562,3371,6466,5799,4624,5302,4431,4983,4645,10991,8683,6199,4225,4945,7053,6917,6770,5441,4914,4233,8285,7045,10692,6306,4669,5419,10210,3346,10661,4005,6199,8278,7062,4540,5718,7230,5372,7030,4042,2018-09-01T19:24:55Z,1366,768,14,308,32,1,US,38.0,-97.0
1,2,5,3,3,2,2,3,3,4,5,1,4,2,2,4,5,5,4,4,4,3,4,3,3,2,3,3,3,3,2,4,3,4,3,4,3,3,2,4,3,2,4,2,4,2,4,3,5,3,9991,5188,12836,4851,4350,4849,5872,4212,4432,4516,1051,5441,4533,4550,1569,3403,5183,7038,4009,3482,11231,6380,6049,4117,4184,10110,4726,3758,7172,6634,9948,6459,4551,4317,4103,5505,4368,1950,3903,4368,3800,6334,4150,4834,11382,6017,3823,3305,5953,3681,2016-06-11T01:50:17Z,320,568,13,272,45,1,US,37.7772,-122.4931
3,3,4,2,2,3,4,2,4,4,4,4,3,3,3,3,5,4,4,3,1,5,2,5,1,5,1,5,4,4,2,4,4,3,2,4,4,3,2,4,5,2,4,1,4,2,5,5,5,3,97539,3651,5938,36909,11167,9972,7049,2706,2664,3861,1836,2375,3321,4840,3821,9097,1913,2441,4723,2379,3146,2525,3689,20106,3135,2302,31706,3155,3812,2273,6981,3662,5123,4842,2596,3434,2849,2392,3344,4163,12424,5426,7183,6295,60211,3229,2947,20920,5807,2006,2018-04-10T08:34:46Z,1920,1080,30,462,9,2,AU,-33.8666,151.2082
1,4,4,4,2,2,2,4,2,2,4,4,5,4,2,2,2,2,4,2,2,4,1,4,2,5,2,2,4,4,5,2,4,3,1,5,4,4,1,5,5,2,5,2,4,2,5,5,5,4,6956,5730,5154,4591,5923,5490,5614,4605,5602,5558,830,4433,3618,5520,7279,4754,6623,3791,15029,4938,6131,5098,7836,3614,5151,6864,5023,37006,4799,4605,6828,4995,6546,4904,3634,10184,3584,3855,1088,7406,11748,4737,3729,5923,4524,3953,4014,6431,5054,1905,2016-07-04T19:17:15Z,320,480,57,305,15,1,US,38.0,-97.0
1,3,3,5,3,5,1,5,5,5,1,3,1,1,5,2,1,1,3,1,2,1,1,1,5,1,5,1,1,3,0,5,5,5,1,5,3,3,5,3,1,3,1,3,1,1,3,1,1,3,9825,8129,11944,9506,3945,7716,10168,4071,6939,3724,5423,6100,2143,3847,3343,4320,4051,3531,5063,2091,10438,4792,3697,7949,6647,9481,6011,2585,4633,5306,0,6065,3339,5410,5606,5826,5757,14388,3353,15479,4104,12500,8281,5764,5190,5369,4245,3374,4082,8435,2018-08-15T06:43:16Z,1536,864,10,310,60,92,US,39.2713,-84.3321
1,3,2,4,2,1,1,3,4,5,5,2,5,4,2,5,5,4,5,4,1,4,3,4,2,4,2,4,4,1,3,5,4,4,1,5,2,4,2,4,4,2,4,2,4,2,5,4,5,4,4579,4132,2432,3553,3671,4730,3422,3103,3154,2712,1477,4322,2836,2630,6194,1893,4656,3593,1961,1638,8925,1514,3626,2263,2618,2552,2719,2966,1934,1985,4640,5170,2049,1607,4114,3274,2294,13286,2446,5827,3131,3844,1655,2542,1170,2352,5741,2003,2638,1469,2016-12-12T14:35:49Z,1366,768,4,171,14,2,CH,47.0,8.0
1,4,3,4,2,2,1,4,1,5,4,2,4,1,3,5,2,4,5,4,1,5,1,5,2,4,1,4,5,5,4,5,2,3,1,4,4,3,3,3,3,3,5,2,4,1,2,1,5,4,5913,6354,7757,1301,6068,8189,3519,8489,2897,6023,6846,4426,2996,4705,5849,5034,5467,5731,5035,3589,5457,4871,4211,2607,7215,10665,3097,4126,4042,3869,8396,6244,15860,6274,3521,1417,4154,5044,7902,5593,7009,5777,3538,792,9860,3909,5465,5262,4647,3358,2018-03-24T07:03:27Z,360,640,8,274,12,1,ZA,-29.0,24.0
3,1,2,3,5,2,4,2,5,1,5,2,5,2,4,4,5,5,4,4,2,5,1,5,2,5,2,5,5,3,2,5,5,0,3,2,3,3,3,2,1,4,5,2,2,2,2,1,5,3,9324,2897,6391,2423,3710,2559,6280,4543,3434,2809,2519,4664,2008,4031,5728,2769,3559,7119,3199,3097,5064,3632,3905,2697,4561,2360,4192,2624,2887,3536,4000,6384,2488,0,3872,4185,3681,2353,4049,4320,3368,4192,2256,5305,2601,4679,2777,919,4991,2440,2018-08-16T21:29:01Z,1280,720,12,188,13,1,NONE,NONE,NONE
2,2,4,3,3,2,3,3,3,3,4,2,5,1,2,3,3,4,4,5,1,4,1,5,1,5,2,3,5,4,3,2,4,3,2,3,4,3,3,4,5,3,5,3,4,1,4,4,4,4,6108,956,3290,2978,2518,2471,2650,3281,4932,2448,2151,3784,2816,4100,3191,3916,5768,2274,2598,3320,2983,5140,2298,3025,3067,2900,3782,5258,3850,2819,3295,7483,2586,3500,2601,5017,3034,4177,1334,3247,3836,4179,3266,2510,2425,2583,8280,2782,3735,2450,2017-08-30T09:03:40Z,375,667,29,174,12,1,GB,51.5,-0.13
3,3,5,3,4,2,4,3,3,3,2,5,2,2,5,1,1,1,1,2,1,5,1,4,2,4,1,4,4,3,2,5,5,3,2,4,2,2,2,4,4,2,5,1,4,1,5,4,5,5,14739,3577,4701,4051,7413,7771,4623,11634,3084,2730,4461,6122,4685,10722,5745,8076,2492,3374,3092,6177,1042,2505,3224,2644,3915,934,3144,3361,3466,3806,5997,5829,2849,3827,4864,3802,4873,2814,3212,3378,5244,4401,43935,2463,4834,2680,2354,3322,2430,2309,2018-08-29T21:02:46Z,412,732,3,264,7,2,NONE,NONE,NONE
3,4,5,4,3,4,3,1,4,4,4,3,5,3,2,2,1,2,1,1,5,4,1,5,1,5,1,5,5,4,5,4,5,1,5,1,4,1,5,4,1,2,3,4,3,1,3,1,1,3,174677,4776,3752,5615,4616,4759,8111,3096,15921,6360,10312,3960,6104,43463,3088,5728,12239,8505,2008,3184,12438,11264,3848,4464,4432,2743,4393,5055,2520,4368,3807,48983,3504,3465,21287,4305,2552,27808,1960,5568,7328,6528,29008,6520,3865,4616,7568,3462,39551,2616,2017-09-13T17:53:59Z,1920,1080,3,621,19,1,CA,48.4488,-123.3501
4,2,4,1,5,1,5,2,5,2,2,4,3,5,1,1,2,1,2,1,1,5,1,4,2,4,2,4,2,4,5,2,5,1,3,3,4,2,5,5,5,1,4,2,5,2,5,5,4,5,4642,4053,2335,3530,1874,4070,3992,3070,2712,3828,3211,2594,2180,2624,3459,1993,2562,2250,2900,1382,3492,2062,2063,4430,4688,2164,4344,3882,1890,2330,2226,12564,6711,2400,3533,3537,2054,1790,3266,1960,2415,5438,2250,3453,3642,4687,2064,1889,3428,1391,2016-05-25T09:18:52Z,1920,1080,11,162,11,1,US,34.9803,-101.9188
3,1,2,1,5,1,2,3,3,1,5,1,5,1,5,4,3,3,4,4,2,4,3,4,1,5,2,5,4,3,4,5,4,3,1,3,3,3,3,3,4,3,3,1,3,3,5,4,5,4,15495,3134,11525,3432,3042,3224,6610,8137,6162,5916,5518,5974,2583,3376,7717,3269,4406,6630,3354,3321,6805,4484,6926,6611,7983,3769,11530,4591,3093,4546,5559,6904,4556,4758,2927,6212,7145,3933,3281,4453,4683,6386,5191,4573,4066,3911,4094,4506,4805,4585,2016-06-12T05:40:03Z,1280,800,20,272,18,1,CA,44.1167,-79.5667
1,2,2,4,3,5,2,5,1,5,5,1,5,2,5,5,5,5,5,5,3,4,5,3,2,4,2,4,3,3,4,4,4,4,1,4,5,5,2,5,2,5,2,1,2,4,4,2,4,4,4526,4801,6537,3186,2518,3635,2335,1499,767,2828,1881,2570,1133,4185,3284,1568,901,683,1265,849,4446,4202,884,3402,2519,2219,1399,3269,2018,2719,6954,3368,2501,1434,2934,1383,1451,1500,2186,118435,2569,1666,2851,3285,3852,2669,173077,3102,4586,1683,2017-12-29T12:19:03Z,1280,800,38,422,9,1,AE,24.0,54.0
1,3,4,4,4,4,2,5,2,1,4,4,5,1,1,3,2,2,2,2,1,5,1,4,1,2,1,5,2,5,5,5,2,2,4,5,2,2,2,2,1,1,5,1,5,1,2,1,5,5,4521,4096,4871,7219,8618,3352,13571,3350,5393,7840,5129,11917,6266,7732,8465,4952,6475,3430,3234,1663,11996,3200,3746,2392,16097,4168,3932,5594,2908,2225,3713,4382,3274,2896,6774,2770,4144,5242,3624,3938,4414,4781,7138,4586,3268,2548,7692,2836,3642,2718,2016-04-28T16:15:03Z,1280,800,5,264,21,1,US,40.7009,-73.7129
4,1,5,1,5,1,5,2,5,2,2,5,2,5,5,2,3,1,1,1,1,5,4,4,1,4,1,4,4,5,0,4,1,3,2,4,4,1,2,2,3,1,5,2,3,2,2,2,5,5,7204,2517,2568,2618,3585,3001,3683,4837,3301,3268,3768,2634,2568,3319,3586,2568,2883,2217,3604,2818,5550,15407,4433,4552,6520,3402,9643,9704,2302,2367,0,768,3537,5319,3752,6900,4167,3852,2732,5504,2569,4467,2201,3485,6603,3686,12391,4002,2485,3066,2016-07-28T12:00:47Z,320,568,6,214,13,1,US,38.0,-97.0
5,4,2,4,2,4,2,4,2,5,5,2,5,1,4,4,5,4,5,5,1,4,3,4,1,4,2,5,5,4,4,2,5,4,4,2,5,3,5,4,3,2,4,2,4,3,5,2,5,4,5663,2119,1875,6048,2013,1515,5862,3500,2092,1860,2892,2560,1036,2423,1546,2258,1544,2397,1291,1838,3329,1984,2970,1799,3069,1495,2114,2406,2885,2385,1621,5245,2969,1954,3508,2161,1621,3647,1339,2895,2139,3576,1513,3089,1867,2037,2131,3422,6865,1428,2018-09-09T08:54:40Z,1366,768,8,134,10,1,US,41.85,-87.65
3,2,5,2,4,2,5,3,5,1,3,5,3,1,1,1,1,1,1,1,4,4,3,4,3,3,2,4,3,3,4,3,5,3,4,3,3,2,3,3,4,2,5,3,3,1,5,3,3,5,3514,2834,2896,4976,2119,3955,5816,2105,6279,3309,3929,2471,4305,4355,5743,3150,4442,4272,2920,1618,2334,2713,4064,2664,4877,2213,5480,3298,9781,6028,2470,3321,9672,5743,4843,5303,3930,6338,4296,4608,2883,4950,2093,4379,4002,2518,3467,2895,7104,1132,2016-05-26T03:24:45Z,1366,768,61,206,24,1,US,39.732,-104.9839
3,3,4,3,4,2,3,4,4,2,5,2,4,3,4,3,4,4,5,2,1,3,2,5,2,5,2,3,5,3,5,2,5,2,4,1,5,3,5,4,3,3,2,3,3,4,3,3,4,3,8890,1439,1746,2568,2228,2517,5242,3686,4143,8286,1389,2072,2309,3220,1944,2368,1190,1646,1714,3260,2286,2228,2725,3051,2837,2457,1813,2715,2519,5262,1506,8732,2349,2193,2912,9742,3251,1903,1236,4318,2437,5896,5986,4698,6043,2666,2457,2913,6618,1123,2018-10-09T17:07:05Z,1366,768,10,171,12,3,US,38.0,-97.0
1,4,1,3,1,4,1,5,1,5,3,3,4,3,3,2,2,2,2,2,5,3,5,1,4,2,5,2,2,2,4,2,5,2,3,2,5,2,4,4,2,4,2,4,3,4,5,2,5,2,9189,2854,2039,3797,3022,1636,2511,2887,3361,2255,3964,2007,1963,4789,1850,2323,4599,1368,4762,2606,6319,4244,1573,2998,3432,2099,2809,3649,1506,1867,3033,5810,3035,1798,5850,3495,1661,3117,1326,3448,2948,5178,1714,3019,3648,2865,2242,2767,6770,5316,2016-05-04T09:28:33Z,414,736,7,168,14,1,SG,1.2931,103.8558
4,3,3,3,3,3,2,3,4,3,1,4,3,4,2,1,3,2,4,2,2,3,2,5,4,3,3,3,4,3,4,2,5,2,3,3,4,2,4,3,4,2,5,3,4,2,3,3,4,4,5080,1816,2191,2352,1840,2233,3184,2504,41128,1808,2232,3873,2607,2713,2144,3912,3472,2704,3071,2200,2568,3104,1857,2945,4440,3968,2920,2608,2249,1840,2960,15695,1016,3287,1831,647,1976,1328,2976,4696,8616,3496,2568,3711,3304,2536,1560,1688,3353,1352,2017-12-18T10:35:24Z,1920,1080,20,192,13,1,US,38.0,-97.0
2,3,2,4,4,2,2,5,2,3,3,2,4,3,4,3,4,2,4,3,2,4,3,4,2,3,2,3,4,4,3,4,3,3,2,2,4,2,3,3,4,4,4,3,3,2,2,2,3,2,10311,6442,10252,4694,4977,7439,4568,6802,4912,11406,6313,14534,4846,7578,7053,7355,11467,8805,3518,17573,18631,4931,4672,10209,6122,3531,3832,6293,4305,6186,9828,9129,8224,13186,5194,9672,3371,3820,5795,9556,4434,13872,9683,10678,6562,6346,6994,13941,6962,3460,2018-10-31T14:59:36Z,375,812,1167,392,16,1,GB,51.6014,-3.3447
3,2,5,2,4,2,5,1,2,3,4,2,4,5,2,2,2,1,2,1,1,5,1,5,1,5,1,4,5,4,4,3,5,3,4,4,4,2,4,4,1,3,3,3,4,2,4,1,4,4,4781,3172,3353,1744,1587,1322,2338,2559,3288,2911,1142,1914,1206,2432,1999,2062,2390,2728,1850,6131,4028,3649,1365,1840,2161,1629,2284,2960,2358,1617,1576,6066,2928,5236,2168,3817,1638,2178,1449,3150,2359,3427,1925,11553,2802,2845,2316,1501,3097,8330,2017-03-07T15:28:24Z,1366,768,64,146,12,3,US,43.0731,-89.4012
3,3,4,2,4,2,3,4,4,4,4,2,5,2,4,4,4,4,4,2,2,3,4,4,4,3,4,3,2,3,4,4,2,4,4,4,4,2,4,3,3,4,4,2,4,2,4,2,4,4,19250,3549,7076,7285,6319,5637,6507,4365,3595,3733,6025,9612,7461,3645,9290,10130,4163,2644,3444,4901,8088,8481,6958,6115,8082,6158,5594,5530,8061,3856,2848,6051,8494,3830,9146,3614,9399,7944,5098,4248,5237,9153,3557,5656,6972,3357,7559,10898,6649,6197,2017-02-26T05:50:50Z,360,640,7,322,30,1,US,33.1959,-117.3795
3,4,3,3,4,3,2,4,3,5,4,4,4,3,4,3,4,3,3,3,2,4,2,4,2,4,2,4,3,3,4,3,4,3,2,4,3,3,2,3,3,3,4,2,4,4,4,3,4,3,8701,1922,3476,5432,1754,2390,4228,2970,3787,1596,3417,9483,2513,2667,2799,2775,2013,2575,1599,1443,6789,4699,2428,11457,6275,3269,4078,2714,1013,2544,1224,5201,2064,4716,2964,2720,1949,2078,6967,3461,1310,3047,1818,8233,2374,3238,1893,1711,4487,5729,2016-12-05T07:33:59Z,1366,768,4,181,16,1,NONE,NONE,NONE
3,1,4,4,4,1,3,4,2,5,4,4,4,2,1,4,3,2,3,3,1,5,1,4,1,3,1,5,5,4,5,3,5,1,4,2,5,1,4,5,5,1,5,1,5,1,5,5,5,5,13617,5282,3647,4378,4145,17567,4539,8322,4013,4568,5807,5105,3620,8892,7199,14822,3820,3432,4088,2588,4451,4325,6562,3137,3036,1399,4259,2869,3237,3530,4592,6652,2976,3434,3673,6973,3806,3667,2879,3356,3420,3746,3116,3545,3131,3722,5167,3417,3788,2412,2016-09-30T10:43:43Z,360,640,17,246,15,1,US,45.5234,-122.6762
2,4,3,2,3,2,3,4,4,1,3,1,5,3,2,4,4,5,4,4,1,4,3,4,3,5,2,5,2,4,3,5,5,4,1,4,4,3,3,3,4,1,5,1,4,1,4,4,5,5,37680,2875,3535,8074,10226,1982,2884,2090,3536,3755,1663,4800,1046,2947,2361,12119,1185,2012,1643,3504,4299,2821,4382,3763,49639,10917,4735,15470,13968,5243,2747,4033,1832,4793,3137,7300,1683,2810,2979,4215,2201,2250,1306,3942,1702,2221,5260,2510,3986,1753,2017-04-03T10:41:02Z,1366,768,11,289,12,179,US,41.3127,-73.8508
2,4,2,4,2,4,1,4,3,5,4,2,4,2,1,1,3,3,3,2,5,5,2,4,1,3,2,5,5,4,0,2,3,2,3,2,4,2,4,3,4,1,3,1,5,2,5,2,5,5,13795,7414,2626,5726,6648,2100,4196,3836,7102,1336,2226,4342,1501,2696,6022,2835,2993,1939,4790,1680,2618,1844,2750,2086,2647,5617,1969,4944,2305,2915,0,4462,4085,3656,4127,4968,4461,1892,1858,5085,8015,7251,1805,2422,11524,1992,3007,4990,2218,1602,2017-03-16T08:08:24Z,1920,1080,2,196,6,1,US,37.2153,-93.2982
5,2,4,3,5,2,5,2,4,3,5,2,5,1,4,4,5,5,4,4,1,5,4,3,1,4,1,5,5,4,3,4,4,4,1,4,3,4,2,3,5,4,4,2,3,3,2,3,4,4,5756,2740,2054,8593,3358,2489,2799,3723,5500,6549,2461,4984,3957,2484,1932,1514,3811,2807,2227,5122,4016,8889,1389,2129,2315,2715,3703,8113,2112,3000,3596,1899,1171,127428,2644,5407,8517,1243,1659,4977,2361,3546,4858,3200,3077,2768,3347,5533,4352,2064,2018-04-01T19:53:07Z,1366,768,37,309,17,1,US,41.3069,-96.1064
2,5,4,4,5,2,5,2,4,4,3,2,5,3,3,2,3,3,2,4,4,5,1,4,2,4,2,3,5,4,4,3,4,2,3,3,5,3,4,3,3,2,5,1,4,1,5,1,3,5,12704,4420,3484,3310,2755,4838,5314,5632,7713,4672,3590,8706,2258,4346,6272,3454,3094,4044,3753,2779,6293,2590,3041,4445,6039,1617,3950,5576,2296,5447,6528,4245,3275,3929,7061,5132,2363,4577,2441,6774,4193,8319,2767,5233,2518,7922,3467,3693,4952,1863,2018-09-14T12:37:08Z,360,640,22,233,121,1,EG,30.05,31.3666
